ID	Value
TMED350	பகாங்\N_NNP மாநிலம்\N_NN 11\QT_QTC மாவட்டங்களைக்\N_NN கொண்டது\V_VM_VF .\RD_PUNC குவாந்தான்\N_NNV நகரைத்\N_NN தலைநகராகவும்\RB பெக்கான்னை\N_NNP அரச\JJ நகராகவும்\RB கொண்டது\V_VM_VNF
TMED351	படத்தை\N_NN வாங்க\JJ ஹிந்தியின்\N_NN மூன்று\QT_QTC நிறுவனங்கள்\N_NN போட்டா\N_NN போட்டி\N_NN போடுகின்றன\V_VM_VF .\RD_PUNC
TMED352	180\QT_QTC கோடி\N_NN வரை\PSP விலை\N_NN பேசப்பட்டதாக\RB தகவல்\N_NN .\RD_PUNC
TMED353	சச்சின்\N_NNP ஜோஷியின்\N_NNP தீபாவளி\N_NN விருந்தில்\N_NN சன்னி\N_NNP லியோன்\N_NNP கலந்து\V_VM_VNF கொள்ளாதது\V_VM_VNF விருந்தினர்களுக்கு\N_NN எதிர்பாராத\JJ அப்செட்டை\RD_RDF தந்திருக்கிறது\V_VAUX .\RD_PUNC
TMED354	இணையத்தில்\N_NN முழுமையாக\RB தரிசித்த\JJ சன்னி\N_NNP லியோனை\N_NNP பக்கத்தில்\N_NN பார்க்க\V_VM_VINF எல்லோருக்கும்\N_NN ஆசை\N_NN .\RD_PUNC
TMED355	மூன்றே\QT_QTO தினங்களில்\N_NN சர்வதேச\JJ அளவில்\N_NN 100\QT_QTC கோடியை\N_NN தாண்டியது\V_VM_VF க்ரிஷ்\N_NN 3\QT_QTC .\RD_PUNC
TMED356	இது\PR_PRP வரையான\JJ இந்திய\JJ சினிமா\RD_RDF சரித்திரத்தில்\N_NN 6வது\QT_QTO பிரமாண்ட\JJ ஓபனிங்\RD_RDF என்கிறார்கள்\V_VM_VF .\RD_PUNC
TMED357	தனது\PR_PRP தந்தை\N_NN ராகேஷ்\N_NNP ரோஷனின்\N_NNP இயக்கத்தில்\N_NN ஹிர்த்திக்\N_NNP ரோஷன்\N_NNP நடித்த\JJ படம்\N_NN க்ரிஷ்\N_NN 3\QT_QTC .\RD_PUNC
TMED358	அவருடன்\PR_PRP ப்ரியங்கா\N_NNP சோப்ரா\N_NNP ,\RD_PUNC கங்கனா\N_NNP ரனவத்\N_NNP ஆகியோரும்\N_NN நடித்திருந்தனர்\V_VAUX .\RD_PUNC
TMED359	பயமுறுத்தும்\JJ ஹாரர்\N_NN படங்கள்\N_NN இந்திய\JJ ரசிகர்களுக்கு\N_NN பிடிக்கும்\V_VM_VNF என\CC_CCS_UT நடிகர்\N_NN அக்சய்\N_NNP குமார்\N_NNP தெரிவித்துள்ளார்\V_VAUX .\RD_PUNC
TMED36	அதற்கு\PR_PRP இன்னொருவன்\QT_QTO ``\RD_PUNC அப்படியானால்\RB பேரூந்தை\N_NN நிறுத்திவிட்டு\V_VM_VNF அதோ\PR_PRP தூரத்தில்\N_NN தெரிகிறதே\V_VM_VF ஒரு\JJ மரம்\N_NN அதை\PR_PRP ஒவ்வொருவராக\JJ இறங்கி\V_VM_VNF சென்று\V_VM_VNF தொட்டு\V_VM_VNF விட்டு\PSP வருவோம்\V_VM_VF
TMED360	அக்சய்\N_NNP குமார்\N_NNP நடித்த\JJ பாஸ்\N_NN படம்\N_NN வார\JJ இறுதியில்\N_NN 45\QT_QTC கோடிகளை\N_NN வசூலித்துள்ளது\V_VAUX .\RD_PUNC
TMED361	நூறு\QT_QTC கோடியை\N_NN படம்\N_NN எட்டும்\V_VM_VNF என்கிறார்கள்\V_VM_VF .\RD_PUNC
TMED362	தூம்\N_NN 3\QT_QTC மூலம்\PSP எந்த\PR_PRQ சாதனையையும்\N_NN நான்\PR_PRP உடைப்பதாக\RB இல்லை\V_VM_VNF என\CC_CCS_UT தெரிவித்துள்ளார்\V_VAUX
TMED363	அமீர்\N_NNP கான்\N_NNP .\RD_PUNC தூம்\N_NN ஒன்று\QT_QTC மற்றும்\CC_CCD இரண்டு\QT_QTC பாகங்கள்\N_NN பெரிய\JJ வெற்றியை\N_NN பெற்ற\JJ படங்கள்\N_NN
TMED364	அவைகளை\PR_PRP தாண்டி\V_VM_VNF தூம்\N_NN 3க்கு\QT_QTO எதிர்பார்ப்பு\N_NN உள்ளது\V_VM .\RD_PUNC காரணம்\N_NN அமீர்\N_NNP கான்\N_NNP .\RD_PUNC
TMED365	தூம்\N_NN சீரிஸில்\RD_RDF அவர்\PR_PRP நடிப்பது\V_VM_VNG இதுவே\PR_PRP முதல்\QT_QTC முறை.\N_NN அதுவும்\PR_PRP வில்லனாக\RB நடிக்கிறார்\V_VM_VF .\RD_PUNC
TMED366	தமிழில்\N_NN வெளியான\JJ ரமணா\N_NNP படத்தை\N_NN கப்பார்\N_NN என்ற\CC_CCS_UT பெயரில்\N_NN ஹிந்தியில்\N_NN ரீமேக்\RD_RDF செய்கிறார்\V_VM_VF சஞ்சய்\N_NNP லீலா\N_NNP பன்சாலி\N_NNP .\RD_PUNC
TMED367	இந்தப்\DM_DMD படத்தை\N_NN வானம்\N_NN படத்தை\N_NN இயக்கிய\JJ க்ரிஷ்\N_NN இயக்குவார்\V_VM_VNF என்று\CC_CCS_UT கூறப்பட்டது\V_VM_VF .\RD_PUNC
TMED368	ஹீரோ\RD_RDF அக்ஷய்\N_NNP குமார்\N_NNP .\RD_PUNC ஹீரோயினாக\RD_RDF நடிக்க\JJ அமலா\N_NNP பால்\N_NN முதல்\QT_QTF ஸ்ருதிஹாசன்\N_NNP வரை\PSP பல\QT_QTF பெயர்கள்\N_NN அடிபட்டன\V_VM_VF .\RD_PUNC
TMED369	ஆப்பிரிக்க\JJ நாடான\JJ மொராக்கோவில்\N_NNP கடந்த\JJ 12\QT_QTC வருடங்களாக\RB சர்வதேச\JJ திரைப்பட\JJ விழா\N_NN நடந்து\V_VM_VNF வருகிறது\V_VM_VF .\RD_PUNC
TMED37	அப்போது\N_NST பாவம்\N_NN செய்தவன்\N_NNV யாரோ\PR_PRQ அவன்\PR_PRP மேல்\N_NST இடி\N_NN விழட்டும்\V_VM_VF .\RD_PUNC மற்றவர்கள்\N_NN எல்லாம்\N_NN தப்பித்து\V_VM_VNF கொள்ளலாம்\V_VM_VF \RD_PUNC என்றான்\V_VM_VF
TMED370	இந்த\DM_DMD வருடம்\N_NN நவம்பர்\N_NN 29ஆம்\QT_QTO தேதி\N_NN 13வது\QT_QTO திரைப்படவிழா\N_NN தொடங்குகிறது\V_VM_VF .\RD_PUNC
TMED371	நிறைவுநாள்\N_NN டிசம்பர்\N_NN 7\QT_QTC .\RD_PUNC மொத்தம்\N_NN 9\QT_QTC தினங்கள்\N_NN .\RD_PUNC
TMED372	அக்டோபர்\N_NN 25\QT_QTC வெளியாவதாக\RB இருந்த\V_VM_VNF ராம்\N_NNP கோபால்\N_NNP வர்மாவின்\N_NNP சத்யா\N_NNP 2வின்\QT_QTO ரிலீஸ்\RD_RDF தள்ளிப்\V_VM_VNF போயுள்ளது\V_VAUX
TMED373	சட்ட\JJ விரோதமாக\RB ஆயுதம்\N_NN வைத்திருந்ததற்காக\RB ஐந்தாண்டு\QT_QTO சிறைத்\N_NN தண்டனையை\N_NN புனே\N_NNP ஏர்வாடா\N_NNP சிறையில்\N_NN அனுபவித்து\V_VM_VNF வருகிறார்\V_VM_VF நடிகர்\N_NN சஞ்சய்\N_NNP தத்\N_NNV .\RD_PUNC
TMED374	அவருக்கு\PR_PRP தண்டனை\N_NN குறைப்புக்காக\RB மத்திய\JJ அரசு\N_NN முயற்சி\N_NN செய்து\V_VM_VNF வருவதாக\RB தெரிகிறது\V_VM_VF .\RD_PUNC
TMED375	இரண்டு\QT_QTC வளர்ந்த\JJ குழந்தைக்கு\N_NN தாயான\JJ பிறகும்\PSP இப்படி\RB கவர்ச்சியாக\RB ட்ரெஸ்\RD_RDF அணிகிறாரே\V_VM_VNF என\CC_CCS_UT குற்றச்சாட்டுக்கு\N_NN ஆளானவர்\V_VM_VF ஸ்ரீதேவி\V_VM_VF .\RD_PUNC
TMED376	ஆனாலும்\CC_CCS அவருக்குள்ளும்\PR_PRP ஒரு\JJ 16\QT_QTC வயது\N_NN மயில்\N_NN ஒளிந்து\V_VM_VNF கொண்டு\PSP தான்\RP_RPD இருக்கிறார்\V_VM .\RD_PUNC
TMED377	அர்னால்ட்\N_NNP ஸ்வாஸ்நேகர்\N_NNP ,\RD_PUNC சில்வஸ்டர்\N_NNP ஸ்டாலோன்\N_NNP நடித்திருக்கும்\V_VM_VF எஸ்கேப்\N_NN பிளான்\N_NN படம்\N_NN வருகிற\JJ 18ஆம்\QT_QTO தேதி\N_NN வெளியாகிறது\V_VM_VF .\RD_PUNC
TMED378	இந்தப்\DM_DMD படத்தை\N_NN இந்தியாவில்\N_NNP பி\RD_RDF வி\RD_RDF ஆர்\RD_RDF பிக்சர்ஸ்\RD_RDF வெளியிடுகிறது\V_VM_VF .\RD_PUNC
TMED379	அக்டோபர்\N_NN 25\QT_QTC ராம்\N_NNP கோபால்\N_NNP வர்மாவின்\N_NNP சத்யா\N_NNP 2\QT_QTC வெளியாகிறது\V_VM_VF .\RD_PUNC
TMED38	எல்லோரும்\N_NN உடன்பட்டு\V_VM_VNF ஒவ்வொருவராக\RB இறங்கிச்\V_VM_VNF சென்று\V_VM_VNF மரத்தை\N_NN தொட்டு\V_VM_VNF விட்டு\PSP வந்து\V_VM_VNF ஏறி\V_VM_VNF ``\RD_PUNC நான்\PR_PRP பாவம்\N_NN செய்யவில்லை\V_VM_VNF ``\RD_PUNC என்று\CC_CCS_UT பெருமூச்சு\N_NN விட்டனர்\V_VM .\RD_PUNC
TMED380	இந்திய\JJ சினிமாவில்\RD_RDF அதிகளவு\N_NN நிழல்\N_NN உலக\JJ தாதாக்களைப்\N_NN பற்றிய\JJ படங்களை\N_NN எடுத்தவர்\V_VM_VNF வர்மா.\N_NNP
TMED381	இன்னும்\RB சில\QT_QTF வருடங்கள்\N_NN இப்படியே\RB போனால்\V_VM_VNF உலக\JJ அளவில்\N_NN முதலிடம்\N_NN கிடைக்கும்\V_VM_VF .\RD_PUNC
TMED382	அக்ஷய்\N_NNP குமாரின்\N_NNP பாஸ்\RD_RDF வெளியாகியிருக்கிறது\V_VAUX .\RD_PUNC
TMED383	அக்ஷய்\N_NN படத்தில்\N_NN சினிமா\RD_RDF என்ற\CC_CCS_UT கலையை\N_NN அடுத்தக்கட்டத்துக்கு\N_NN நகர்த்தவா\V_VM_VNF போகிறார்கள்\V_VM_VF ?\RD_PUNC காமெடி\RD_RDF பிளஸ்\RD_RDF ஆக்ஷன்\RD_RDF தான்\RP_RPD பாஸின்\RD_RDF ஃபார்முலா\RD_RDF .\RD_PUNC
TMED384	நய்யாண்டியில்\N_NN எனக்குப்\PR_PRP பதில்\N_NN பாடி\N_NN டபுளை\RD_RDF வைத்து\V_VM_VNF ஆபாசமாக\RB எடுத்துவிட்டார்கள்\V_VM_VNF என்ற\CC_CCS_UT நஸ்ரியா\N_NNP நசீமின்\N_NNP குற்றச்சாட்டு\N_NN தமிழகத்தை\N_NN கலக்கி\V_VM_VNF ஒரு\JJ நாள்\N_NN தான்\RP_RPD ஆகிறது\V_VM
TMED385	இந்நிலையில்\N_NN வடக்கே\N_NST இருந்து\PSP ஒரு\JJ அபயக்\N_NN குரல்\N_NN .\RD_PUNC சன்னி\N_NNV லியோனுக்கும்\N_NNP பாடி\V_VM_VNF டபுளை\RD_RDF பயன்படுத்தி\V_VM_VNF இருக்கிறார்களாம்\V_VM_VF .\RD_PUNC
TMED386	இயக்குனரான\JJ பிறகு\PSP வேறு\JJ இயக்குனர்களின்\N_NN படங்களுக்கு\N_NN கோரியோகிராஃப்\N_NNP செய்வதில்லை\JJ பிரபுதேவா\N_NNP
TMED387	எப்போதாவது\PR_PRQ சில\QT_QTF விதிவிலக்குகள்\N_NN இருக்கலாம்\V_VM .\V_VM
TMED388	அக்சய்\N_NNP குமார்\N_NNP நடித்திருக்கும்\V_VM_VNF பாஸ்\RD_RDF அப்படி\RB ஒரு\JJ விதிவிலக்கு\N_NN .\RD_PUNC
TMED389	நேற்று\RB அமிதாப்பச்சனின்\N_NNP 71வது\QT_QTO பிறந்தநாள்\N_NN .\RD_PUNC
TMED39	கடைசியாக\RB அந்த\DM_DMD அப்பாவி\N_NN மட்டும்\PSP பயந்து\V_VM_VNF கொண்டு\PSP இறங்கிச்செல்லாமல்\V_VM_VNF உட்கார்ந்திருந்தான்\V_VAUX .\RD_PUNC
TMED390	அவரின்\PR_PRP பிறந்த\JJ நாளை\N_NN முன்னிட்டு\V_VM_VNF மூன்றாயிரம்\QT_QTO வீடுகளுக்கு\N_NN இலவச\JJ சோலார்\N_NN மின்\N_NN வசதி\N_NN செய்துத்\V_VM_VNF தரப்பட\V_VM_VINF உள்ளது\V_VAUX
TMED391	ஷாருக்கான்\N_NNP ,\RD_PUNC தீபிகா\N_NNP படுகோன்\N_NNP நடிப்பில்\N_NN வெளிவந்த\JJ சென்னை\N_NN எக்ஸ்பிரஸ்\N_NN திரைப்படம்\N_NN இப்போது\N_NST எகிப்திலும்\N_NNP வெளியாகியிருக்கிறது\V_VAUX .\RD_PUNC
TMED392	விவேக்\N_NNP ஓபராய்\N_NNP நடித்த\JJ கிராண்ட்\N_NN மஸ்தி\N_NN திரைப்படம்\N_NN சர்வதேச\JJ அளவில்\N_NN 100\QT_QTC கோடியை\N_NN வசூலித்துள்ளது\V_VAUX
TMED393	100\QT_QTC கோடி\N_NN கிளப்\RD_RDF என்பது\CC_CCS_UT இந்தியாவில்\N_NNP 100\QT_QTC கோடியை\N_NN வசூலிக்கும்\JJ படங்களுக்குரியது\V_VM_VF .\RD_PUNC
TMED394	சமீபத்தில்\N_NN வெளியான\JJ அடல்ஸ்\N_NN ஒன்லி\N_NN படமான\JJ கிரான்ட்\N_NN மஸ்தி\N_NN இந்தியாவில்\N_NNP இது\PR_PRP வரை\PSP 95\QT_QTC .\RD_PUNC 25\QT_QTC கோடிகளை\N_NN வசூலித்துள்ளது\V_VAUX .\RD_PUNC
TMED395	வான்டட்\N_NN ,\RD_PUNC ரவுடி\N_NN ரத்தோர்\N_NN ,\RD_PUNC ராமையா\N_NN வஸ்தாவையா\N_NN படங்களுக்குப்\N_NN பிறகு\PSP பிரபுதேவா\N_NNP ஹிந்தியில்\N_NN இயக்கியிருக்கும்\V_VM_VNF படம்\N_NN ரா\N_NN ...\RD_PUNC ராஜ்குமார்\N_NNP .\RD_PUNC
TMED396	இதன்\PR_PRP ஃபர்ஸ்ட்\RD_RDF லுக்\RD_RDF போஸ்டர்களை\RD_RDF வெளியிட்டுள்ளனர்\V_VAUX .\RD_PUNC
